V,graph,ar_time_taken,mh_time_taken
880,"[[ 0  4 71 ...  6 12 10]
 [ 9  0 81 ... 78 87 27]
 [24  7  0 ... 90  6 68]
 ...
 [54  0 73 ...  0 24 44]
 [41 70 23 ... 27  0 21]
 [10 46 44 ... 54 90  0]]",0.004256,0.003483
890,"[[ 0 28 16 ... 10 96 23]
 [60  0 61 ... 53 22 35]
 [86 47  0 ... 90 79 54]
 ...
 [13  0 97 ...  0 10 21]
 [57 46 12 ... 40  0 81]
 [24 84 73 ... 78 17  0]]",0.005852,0.00383
900,"[[ 0 49 20 ... 33 33 44]
 [61  0 64 ... 78 12 30]
 [54  5  0 ... 29 12 79]
 ...
 [47 64 32 ...  0 85 46]
 [87 52 34 ... 31  0  2]
 [ 8 82 69 ... 69 74  0]]",0.004209,0.003856
910,"[[ 0 99 46 ...  5 85 61]
 [49  0 90 ... 36  7 25]
 [99 95  0 ...  4 25 82]
 ...
 [46 48 21 ...  0 24 89]
 [82 74 45 ... 69  0 18]
 [99 91 94 ...  0  6  0]]",0.004168,0.003729
920,"[[ 0  6 69 ... 99 15 88]
 [53  0 15 ... 75 33  0]
 [52 54  0 ... 39 84  9]
 ...
 [64 16 37 ...  0  9 90]
 [ 6 41 96 ... 83  0 10]
 [55  1 90 ... 98 56  0]]",0.01015,0.003675
930,"[[ 0 67 19 ...  3 56 72]
 [56  0  8 ... 88  0 87]
 [34 89  0 ... 91 93 68]
 ...
 [89 73 51 ...  0  8 11]
 [61 66 37 ... 91  0 63]
 [71 45 51 ... 60 93  0]]",0.005641,0.004187
940,"[[ 0 94 48 ... 98 33 28]
 [47  0 24 ... 13 61 69]
 [71 82  0 ... 89 86 17]
 ...
 [29 46 73 ...  0 20 30]
 [20 89 72 ... 14  0 65]
 [53 52 83 ... 87 90  0]]",0.004496,0.004042
950,"[[ 0 94 48 ... 25 12 82]
 [96  0 42 ... 59 11 68]
 [40 16  0 ... 39 72 18]
 ...
 [88 54 89 ...  0 98 44]
 [63 47  2 ... 64  0 65]
 [ 8  2 34 ... 38 99  0]]",0.00471,0.004428
960,"[[ 0 85 21 ... 59 74 96]
 [18  0 49 ... 34 61 17]
 [ 4 57  0 ... 53 41 14]
 ...
 [24 26 39 ...  0 87 26]
 [19 91 64 ... 38  0 37]
 [30 29 47 ... 41 90  0]]",0.004569,0.004053
970,"[[ 0 22 73 ... 77 90 31]
 [90  0 38 ... 45 50  9]
 [22 60  0 ... 61 31 44]
 ...
 [67 68 35 ...  0 15 51]
 [15 80 24 ... 43  0 19]
 [14 19 65 ... 10  2  0]]",0.004709,0.004095
980,"[[ 0 29 29 ... 30 50 94]
 [21  0 13 ... 90 15 19]
 [ 1 59  0 ... 34 47 70]
 ...
 [48 79 92 ...  0 81  5]
 [21 31 26 ... 15  0 65]
 [43 22 12 ... 49 60  0]]",0.005626,0.004597
990,"[[ 0 21 83 ... 77 91 15]
 [59  0 70 ... 21 14 97]
 [19 63  0 ... 18 35  2]
 ...
 [14 41 40 ...  0  5  5]
 [46 65  5 ... 29  0 64]
 [30 44 32 ... 50 84  0]]",0.005224,0.004577
1000,"[[ 0 67 72 ... 16 98 38]
 [40  0  9 ... 11 92 10]
 [43 99  0 ... 95 44 35]
 ...
 [ 8 37 11 ...  0 62 71]
 [ 1 47 66 ... 27  0 32]
 [25  9 53 ... 63 68  0]]",0.005394,0.00455
1010,"[[ 0 40  2 ... 70 59 18]
 [43  0 72 ... 57 21 58]
 [ 7 23  0 ... 19 66 29]
 ...
 [23 40 40 ...  0 29 23]
 [ 9 92 52 ... 70  0 12]
 [46 18 52 ... 11 41  0]]",0.005326,0.005571
1020,"[[ 0 86 46 ... 53 32 68]
 [68  0 84 ... 46 35 40]
 [99 56  0 ... 40 36 92]
 ...
 [58 51 86 ...  0 95  2]
 [95 53 42 ... 84  0 65]
 [49 21  6 ...  2 74  0]]",0.005313,0.004641
1030,"[[ 0 76 14 ... 72 69 44]
 [ 1  0 72 ... 18 34 94]
 [11  1  0 ... 25 27 58]
 ...
 [73 39 46 ...  0 36  3]
 [41  3 92 ...  2  0 21]
 [11  5 27 ... 28 17  0]]",0.005312,0.004741
1040,"[[ 0 60 61 ... 50 48 99]
 [13  0 88 ... 15  1 51]
 [24  2  0 ... 78 85 97]
 ...
 [46 62 19 ...  0 15 35]
 [98  1 39 ... 81  0 64]
 [80 80 17 ... 25 32  0]]",0.005377,0.004639
1050,"[[ 0 52 72 ... 34 14 33]
 [65  0 98 ... 83 16 39]
 [18 64  0 ... 59 67 28]
 ...
 [ 2 43 66 ...  0 20 10]
 [28 63 78 ... 40  0 27]
 [21 27 84 ... 85 87  0]]",0.005582,0.004661
1060,"[[ 0 53 86 ... 37 72 58]
 [73  0 67 ... 27 66 51]
 [84 87  0 ...  9  9 98]
 ...
 [72  6 66 ...  0 78 89]
 [46 45 15 ... 16  0 53]
 [70 51 13 ... 12 67  0]]",0.005325,0.004783
1070,"[[ 0  7 36 ... 65 36 88]
 [75  0 45 ... 16 18 79]
 [63 18  0 ... 29  8 36]
 ...
 [12 49 22 ...  0 66 36]
 [12 62 22 ...  0  0 96]
 [82 90 92 ... 76 84  0]]",0.006301,0.005504
1080,"[[ 0 48 76 ... 46 91 37]
 [24  0 54 ... 24 36 34]
 [ 2 99  0 ... 32 24 37]
 ...
 [17 93 11 ...  0 18 72]
 [45 15 82 ... 48  0 48]
 [70 29 24 ...  9  1  0]]",0.008094,0.005562
1090,"[[ 0 58 95 ... 75 72 38]
 [38  0 36 ... 13 50 74]
 [ 8 65  0 ... 84 32 51]
 ...
 [46 94 60 ...  0 66 84]
 [73 17 18 ... 67  0 22]
 [ 3 26 57 ... 24 83  0]]",0.005545,0.005641
1100,"[[ 0  4 89 ... 20 82 23]
 [60  0 17 ...  7 89 43]
 [66 75  0 ...  7 48  4]
 ...
 [63 47 45 ...  0 48 31]
 [30 21  5 ... 47  0 66]
 [ 7 86 68 ... 47 65  0]]",0.006731,0.00627
1110,"[[ 0 10  7 ... 86 98 89]
 [42  0  8 ... 27 50 70]
 [62 95  0 ... 57 13 19]
 ...
 [ 9 44  1 ...  0 83  9]
 [23 66 33 ... 69  0 22]
 [75 90 46 ... 45 42  0]]",0.00689,0.005408
1120,"[[ 0 81 38 ... 95 18 34]
 [91  0  0 ...  6 87 56]
 [77 66  0 ... 97 61  1]
 ...
 [91 31 54 ...  0 35 37]
 [84 26 18 ... 99  0 39]
 [94 25 48 ... 16  1  0]]",0.007013,0.005327
1130,"[[ 0 85 64 ... 97 29  3]
 [38  0 83 ... 73 88 66]
 [29 66  0 ... 60 92 53]
 ...
 [73 96 41 ...  0  4 21]
 [19 15 20 ... 16  0 51]
 [34 55 12 ... 19 91  0]]",0.009163,0.009598
1140,"[[ 0 67  1 ... 94 73 22]
 [45  0 55 ... 82  7 78]
 [92 89  0 ...  8 96 98]
 ...
 [95 85 58 ...  0 79 28]
 [92 36 31 ... 85  0 93]
 [94 47 45 ... 21 62  0]]",0.013578,0.006344
1150,"[[ 0 38 95 ... 30 92 38]
 [85  0 69 ... 71 53 79]
 [40 50  0 ... 98 93 36]
 ...
 [85  8 71 ...  0 71 41]
 [33 22 40 ... 10  0 50]
 [20 45 98 ... 20 52  0]]",0.007287,0.007067
1160,"[[ 0 98 72 ... 66  3 50]
 [85  0 83 ... 28 40 64]
 [71  2  0 ... 87 89 83]
 ...
 [58  0 25 ...  0 50 33]
 [ 6 90  0 ... 37  0 54]
 [20 78 64 ... 63  1  0]]",0.007078,0.012532
1170,"[[ 0  9 14 ... 50 39 21]
 [66  0 76 ... 15 67 96]
 [96 81  0 ... 88 28 43]
 ...
 [14 31 34 ...  0 87 65]
 [42 54 75 ... 45  0 79]
 [97  7 70 ... 19 80  0]]",0.008596,0.008627
1180,"[[ 0 55 77 ... 29 12 40]
 [79  0 82 ... 68 93 20]
 [60 19  0 ... 61 74 78]
 ...
 [23 95 24 ...  0 41 76]
 [ 7 15 77 ... 24  0 31]
 [78 68 62 ... 68 43  0]]",0.00938,0.008175
1190,"[[ 0  4  3 ... 13 35 93]
 [86  0 88 ... 14 46 25]
 [35 74  0 ... 91 62 52]
 ...
 [83 13 99 ...  0 76 32]
 [45 12  5 ... 12  0 31]
 [97 73 67 ... 16 98  0]]",0.014089,0.017709
1200,"[[ 0 92  5 ... 70 50 22]
 [19  0 79 ... 89 74 57]
 [49 90  0 ... 69 82 85]
 ...
 [22 67 26 ...  0 80 62]
 [11  5 19 ... 18  0 27]
 [37 35 30 ... 38 71  0]]",0.0092,0.009104
1210,"[[ 0 48 35 ... 17 47 48]
 [35  0 59 ... 15 13 67]
 [85  9  0 ... 37 23 46]
 ...
 [63 32 60 ...  0 81 48]
 [49 97 71 ... 34  0 37]
 [88  7 72 ... 78 28  0]]",0.010388,0.008559
1220,"[[ 0 77 86 ... 30 44 66]
 [ 1  0 58 ... 20 60 51]
 [12 43  0 ...  4 86 55]
 ...
 [74 28  0 ...  0 45 54]
 [32  6 65 ... 38  0  7]
 [61 46 45 ...  6 45  0]]",0.008922,0.008137
1230,"[[ 0 82 19 ... 22 86 38]
 [81  0 94 ... 75 50 40]
 [84 44  0 ... 90 48 96]
 ...
 [90 68 12 ...  0 21 76]
 [95 93 53 ... 83  0  5]
 [32 79 34 ... 15 42  0]]",0.009587,0.007521
1240,"[[ 0 40 92 ... 74 47 92]
 [97  0 23 ... 55 57 45]
 [29 96  0 ... 37 23 34]
 ...
 [49 65 29 ...  0  8  8]
 [55 81 71 ... 25  0 54]
 [62 22 51 ... 18 21  0]]",0.009065,0.009136
1250,"[[ 0 70 41 ... 62 37 88]
 [24  0 82 ... 60 61 11]
 [77 24  0 ... 33  7 16]
 ...
 [60 59 30 ...  0 74 30]
 [71 57 94 ... 96  0 26]
 [49 39 42 ...  9 48  0]]",0.009342,0.007815
1260,"[[ 0 57 50 ... 99 66 67]
 [37  0 96 ...  5  0 79]
 [84  8  0 ... 76 86 24]
 ...
 [24 72 24 ...  0 59 21]
 [19 52 52 ... 26  0 56]
 [38 46 60 ... 48 81  0]]",0.009291,0.007974
1270,"[[ 0 41 34 ... 28 37 56]
 [31  0 87 ... 18 62 56]
 [80 93  0 ... 40 15 52]
 ...
 [54 13 70 ...  0 22 84]
 [76 65 13 ... 80  0 73]
 [61 21 95 ... 63 62  0]]",0.009178,0.008055
1280,"[[ 0  8 63 ... 67 17 73]
 [55  0 55 ... 87  8 87]
 [17 77  0 ...  8 95 11]
 ...
 [51 87 97 ...  0 51 27]
 [75 71 85 ... 53  0 24]
 [59  6 16 ... 68  2  0]]",0.009315,0.00815
1290,"[[ 0 28  2 ... 64 76 57]
 [23  0 36 ... 14 33  3]
 [55 79  0 ...  3 62  9]
 ...
 [47 30 41 ...  0 28 39]
 [18 31  5 ... 46  0 59]
 [48 36 82 ... 18 81  0]]",0.009471,0.008337
1300,"[[ 0  6 44 ... 12 21 36]
 [97  0 21 ... 11 72 19]
 [50 32  0 ... 34 80 45]
 ...
 [36 84 73 ...  0 85 25]
 [52 38 85 ... 88  0  9]
 [86 91 86 ... 73 43  0]]",0.009583,0.008336
1310,"[[ 0 86 21 ... 85 86 79]
 [97  0 76 ... 50 47 75]
 [17 94  0 ... 35 34 52]
 ...
 [98 33 91 ...  0 45 85]
 [15  8 50 ... 70  0 42]
 [60 88  7 ...  1 63  0]]",0.009919,0.008525
1320,"[[ 0 86 61 ... 68 46 40]
 [51  0 67 ... 96 74  0]
 [19 54  0 ... 39 98 42]
 ...
 [52 73 38 ...  0 99 10]
 [83 96 46 ... 95  0 21]
 [76 85 16 ... 84  3  0]]",0.010255,0.008541
1330,"[[ 0 25 50 ... 45 89  6]
 [25  0 10 ... 93 57 83]
 [43 16  0 ... 12 76  2]
 ...
 [ 2 84 17 ...  0 94 58]
 [88 73 14 ... 15  0 68]
 [47 48 45 ... 26 86  0]]",0.010081,0.007818
1340,"[[ 0 75 14 ... 39  7 82]
 [29  0 30 ... 32 55 67]
 [51  0  0 ... 58 60 14]
 ...
 [32 74 20 ...  0 88 24]
 [91 40 75 ... 47  0  1]
 [31 58 39 ... 45 64  0]]",0.010833,0.009018
1350,"[[ 0 74 42 ... 55 36 99]
 [83  0 36 ... 91 91 23]
 [37 11  0 ... 31 96 56]
 ...
 [55 23 36 ...  0  3  6]
 [11 40 33 ... 51  0 49]
 [95 34 68 ... 56  3  0]]",0.010252,0.008217
1360,"[[ 0 62 48 ... 95 35 78]
 [65  0 44 ... 98 50 22]
 [66 61  0 ... 17 77 28]
 ...
 [34 18 20 ...  0 77 83]
 [10 36 50 ... 52  0 49]
 [82 31 75 ... 58 98  0]]",0.010363,0.009309
1370,"[[ 0 54  4 ... 71 74 73]
 [96  0 91 ... 74 36 87]
 [78 25  0 ... 57 38 27]
 ...
 [ 8 49 44 ...  0 62 31]
 [62 43  8 ... 20  0 76]
 [68 83 36 ... 38 60  0]]",0.014051,0.01095
1380,"[[ 0 36 20 ...  1 94 17]
 [98  0 62 ... 88  2 77]
 [85 82  0 ... 79 61 80]
 ...
 [43 66 20 ...  0 94  7]
 [65 76 70 ... 41  0 20]
 [86 59 99 ...  0  1  0]]",0.013313,0.010626
1390,"[[ 0 75 27 ... 23 54 25]
 [56  0 83 ... 63 84 41]
 [34 23  0 ... 91 87 34]
 ...
 [23 23 63 ...  0 88 58]
 [53 82 55 ... 73  0 92]
 [47 68 80 ... 38 12  0]]",0.011422,0.010021
1400,"[[ 0 33 80 ... 31 90 98]
 [96  0 86 ...  5 39  8]
 [14 89  0 ... 24 49 85]
 ...
 [78 26 93 ...  0 94 26]
 [55 65 37 ... 32  0 93]
 [ 5 54 93 ...  1 52  0]]",0.013923,0.013705
1410,"[[ 0 85 23 ...  2 65 51]
 [ 5  0 28 ... 68 95 12]
 [76 66  0 ... 40 35 98]
 ...
 [72 90 53 ...  0 64 89]
 [ 6 24 11 ... 93  0 49]
 [53 17 41 ... 14 36  0]]",0.017141,0.013655
1420,"[[ 0 35 24 ... 70 44 70]
 [96  0 66 ... 55 32 46]
 [54 98  0 ...  0 56 28]
 ...
 [66 36 72 ...  0  4 90]
 [11 75 54 ... 82  0 95]
 [27  3 50 ... 29 11  0]]",0.015414,0.011481
1430,"[[ 0 56 81 ... 82 40 55]
 [18  0 26 ... 31 87 19]
 [84 66  0 ... 52 96 91]
 ...
 [35 73 99 ...  0 59 81]
 [79 89 50 ... 72  0 78]
 [74 95 16 ... 81 52  0]]",0.013319,0.011331
1440,"[[ 0 91 12 ... 39 32 97]
 [81  0 51 ... 48 75 57]
 [94 44  0 ... 95 96  7]
 ...
 [79 75 40 ...  0 91 70]
 [87 83 57 ... 96  0 16]
 [91 72 82 ... 93 58  0]]",0.012635,0.01046
1450,"[[ 0 69 28 ... 76  8 22]
 [52  0 77 ...  8 28 61]
 [27 96  0 ... 18 50 99]
 ...
 [21 44 87 ...  0 93 56]
 [ 1 63 28 ...  6  0 13]
 [16 49  6 ... 78 79  0]]",0.013118,0.013401
1460,"[[ 0 59 27 ... 22 56 41]
 [24  0 84 ... 37 90 70]
 [93 44  0 ... 65  5 47]
 ...
 [68 32  4 ...  0 94 81]
 [76 65 33 ... 91  0 13]
 [66  6 42 ... 52 79  0]]",0.015709,0.011397
1470,"[[ 0 91 13 ...  6 30 37]
 [97  0 38 ...  5 68 43]
 [68  6  0 ... 33 84 44]
 ...
 [23 90 91 ...  0 76 13]
 [71 94 62 ... 88  0 98]
 [38 69 14 ...  6 41  0]]",0.015773,0.010823
1480,"[[ 0 67  0 ... 60 69 73]
 [51  0 10 ... 96 14 77]
 [15 29  0 ... 97 20 21]
 ...
 [41 34 93 ...  0 13 39]
 [84 26 48 ...  9  0 66]
 [94 60 13 ... 12 27  0]]",0.012739,0.010933
1490,"[[ 0  2 40 ...  3 83 98]
 [72  0 45 ... 52 60 12]
 [67 96  0 ... 98 69 75]
 ...
 [60 78 51 ...  0 28 96]
 [79 37 62 ... 43  0 74]
 [ 2 37 92 ... 47 97  0]]",0.013456,0.011654
1500,"[[ 0 37 60 ... 99 23 86]
 [20  0 71 ...  2 79 26]
 [62 84  0 ... 20  0 86]
 ...
 [14 40 84 ...  0 40  9]
 [11 78 36 ... 58  0 54]
 [98 38 71 ... 92 45  0]]",0.012845,0.011186
1510,"[[ 0 52 41 ... 72 93 41]
 [ 1  0 39 ... 29 10 91]
 [97 46  0 ... 69 31 87]
 ...
 [41 71 32 ...  0 49 81]
 [ 0  3 73 ... 17  0  6]
 [89 63 19 ... 79 14  0]]",0.011756,0.01388
1520,"[[ 0 12 87 ... 71  0 87]
 [19  0 96 ... 15 74 93]
 [61 89  0 ... 14 91 16]
 ...
 [80 99 89 ...  0 35  1]
 [ 1 77 84 ... 73  0 73]
 [72 77 39 ... 44 91  0]]",0.013478,0.010414
1530,"[[ 0  8 26 ...  9 64 80]
 [77  0 62 ...  8 93 75]
 [92 51  0 ... 25 58 77]
 ...
 [66 64 45 ...  0 72 99]
 [11 90 75 ... 72  0 84]
 [15 43 52 ... 40 63  0]]",0.011812,0.010307
1540,"[[ 0  3 15 ... 56 80 98]
 [84  0 76 ... 75  8 34]
 [96 76  0 ... 19 23 73]
 ...
 [21 85 63 ...  0  1 30]
 [18 58 84 ... 55  0 44]
 [ 2  4 91 ... 27 97  0]]",0.013471,0.010349
1550,"[[ 0 69 26 ... 35  7 41]
 [53  0 95 ... 94 75 43]
 [19 96  0 ... 19 95 76]
 ...
 [50 52 98 ...  0 59 67]
 [55 29 87 ... 28  0 35]
 [16 19 69 ... 60 36  0]]",0.012173,0.010992
1560,"[[ 0 72 54 ... 11 55 53]
 [69  0 77 ... 41 14 73]
 [57 64  0 ... 22 73 65]
 ...
 [53 40  5 ...  0 74 52]
 [78 96 23 ... 78  0  9]
 [66 93 84 ... 51 49  0]]",0.012677,0.010513
1570,"[[ 0 79 98 ... 48 67 44]
 [41  0 28 ... 61 66 74]
 [85 18  0 ... 41 88 12]
 ...
 [59 39 55 ...  0 23 20]
 [34 98 20 ... 85  0 80]
 [90 31 50 ... 50 87  0]]",0.012957,0.011006
1580,"[[ 0 73 12 ... 43 77 12]
 [ 0  0 97 ... 10 25  1]
 [43 52  0 ... 27 40 68]
 ...
 [66 36 97 ...  0 60 90]
 [16 41 54 ... 87  0 98]
 [30  0 14 ...  0 13  0]]",0.012513,0.010645
1590,"[[ 0 15 45 ... 89 61  9]
 [11  0 86 ... 23 31  8]
 [ 3 88  0 ... 24  2 93]
 ...
 [43 58 81 ...  0 45 29]
 [73 80 30 ... 81  0 70]
 [92 78  8 ... 37 30  0]]",0.012825,0.011178
1600,"[[ 0 66 28 ... 29 80 55]
 [11  0 63 ... 18 12 11]
 [11 90  0 ... 15 49 47]
 ...
 [49 28 24 ...  0 33  0]
 [78  5 33 ... 36  0 47]
 [29 57 70 ... 84 43  0]]",0.013728,0.01099
1610,"[[ 0  9 69 ... 21 62 37]
 [22  0 79 ... 26 42 52]
 [50 86  0 ... 53 41 20]
 ...
 [36 75 49 ...  0 67  9]
 [71 56 93 ...  9  0 69]
 [49 73 32 ... 39  1  0]]",0.01387,0.012247
1620,"[[ 0  3 66 ... 76 75 38]
 [ 6  0 85 ... 32 18 61]
 [13 37  0 ... 53 33 84]
 ...
 [48 88 11 ...  0 50 71]
 [18 67 81 ... 37  0 21]
 [14 65 84 ...  9 44  0]]",0.015509,0.013061
1630,"[[ 0  8 27 ... 56 42 72]
 [81  0 87 ... 31 56  1]
 [14 88  0 ... 33 14 91]
 ...
 [36 71 49 ...  0 35  6]
 [60 19 97 ... 33  0 11]
 [18 19 30 ... 47  1  0]]",0.014839,0.011484
1640,"[[ 0 34  2 ... 97 28 15]
 [58  0 53 ... 55 46 24]
 [88 58  0 ... 14 23 88]
 ...
 [ 0 99 79 ...  0  4 74]
 [53 53 91 ... 91  0 66]
 [32 81 29 ... 54  7  0]]",0.013596,0.011885
1650,"[[ 0 28 58 ... 65 71 96]
 [86  0 29 ... 29 92 64]
 [72 23  0 ... 50 30 52]
 ...
 [46 73 81 ...  0 37 22]
 [42 13 34 ... 57  0 47]
 [52 58 56 ... 31 44  0]]",0.013742,0.012046
1660,"[[ 0 31 31 ... 88 26 82]
 [80  0 58 ... 36 98 30]
 [77 95  0 ... 30 26 31]
 ...
 [ 2 76 20 ...  0 11 95]
 [41 56  0 ... 88  0 49]
 [39 75 57 ...  0 33  0]]",0.013826,0.011519
1670,"[[ 0  8 45 ... 61 69 11]
 [34  0  7 ... 69 45 36]
 [52 17  0 ... 40 61 64]
 ...
 [52 60 78 ...  0 44 45]
 [26 60 42 ... 92  0 71]
 [39 31 60 ... 97 78  0]]",0.013363,0.011967
1680,"[[ 0 64 24 ...  7 66 78]
 [35  0 79 ... 12 95 42]
 [12 96  0 ... 49 11 68]
 ...
 [42 28 29 ...  0 91 91]
 [85 48  9 ... 16  0  9]
 [ 2 43  1 ... 56 92  0]]",0.014065,0.01263
1690,"[[ 0 19 20 ... 66 27 75]
 [62  0 56 ... 16  5  9]
 [95 36  0 ... 45 79 41]
 ...
 [55 36 30 ...  0 13 52]
 [35 62 64 ...  7  0 85]
 [62 50 47 ... 97 20  0]]",0.013937,0.011911
1700,"[[ 0 20  7 ... 60 95 39]
 [49  0 24 ... 34 75 92]
 [57 87  0 ...  0  7 56]
 ...
 [67 61 28 ...  0 37 25]
 [59 81 30 ... 38  0 16]
 [76 94 74 ... 50 77  0]]",0.014567,0.01286
1710,"[[ 0 66 50 ... 42 16 49]
 [65  0 66 ... 16 61  5]
 [88 33  0 ... 34 90 58]
 ...
 [83  7 91 ...  0 88 94]
 [21 20 36 ... 20  0 58]
 [23 23 42 ... 50 76  0]]",0.014453,0.01204
1720,"[[ 0 99 52 ... 43  1 27]
 [59  0  6 ... 58 78 57]
 [25 41  0 ... 88 77 68]
 ...
 [ 7 33 33 ...  0 75 42]
 [72 27 10 ... 42  0 79]
 [79 97 82 ... 17 91  0]]",0.014267,0.012331
1730,"[[ 0 85 41 ...  8 85 96]
 [24  0 18 ... 38 56 91]
 [61 87  0 ... 95 21 87]
 ...
 [49  6 51 ...  0 62 28]
 [68 85 79 ... 15  0 90]
 [34 93 15 ... 27 59  0]]",0.0174,0.015046
1740,"[[ 0 19 12 ... 98 94 28]
 [45  0 76 ... 69 25 89]
 [ 2 46  0 ... 33 87 65]
 ...
 [35  5 53 ...  0 19 98]
 [16 52 26 ... 15  0 66]
 [77 42  7 ... 64 46  0]]",0.016011,0.012631
1750,"[[ 0  7  6 ... 26 68 97]
 [22  0 97 ... 61  0 44]
 [44 96  0 ... 48 14 87]
 ...
 [96 20 41 ...  0 39 87]
 [92 93 89 ... 98  0 33]
 [81 87 58 ... 43 52  0]]",0.016481,0.017901
1760,"[[ 0 59  8 ...  6 95 84]
 [43  0 73 ... 54 76 80]
 [32 63  0 ... 52 15 65]
 ...
 [40 38 83 ...  0 76  2]
 [73  2 60 ... 62  0 40]
 [65 54 56 ... 43  7  0]]",0.017719,0.015429
1770,"[[ 0  2 12 ... 63 61 13]
 [92  0 34 ... 23  5 57]
 [83 91  0 ...  9 97 70]
 ...
 [ 1 21 18 ...  0 11  8]
 [11 57  2 ... 28  0 54]
 [47 41 58 ... 18 41  0]]",0.016902,0.013729
1780,"[[ 0 87 33 ... 88 52 64]
 [82  0 42 ... 51 34 55]
 [73 48  0 ... 41 19 29]
 ...
 [85 98 94 ...  0 46 82]
 [98 47 83 ...  7  0 37]
 [84 92 61 ... 29 30  0]]",0.015873,0.013409
1790,"[[ 0 61  4 ... 68  6 95]
 [37  0  0 ... 38 39 97]
 [40 79  0 ... 87  6 68]
 ...
 [44 21 58 ...  0 53 11]
 [53 40 71 ... 43  0 97]
 [34 90 77 ... 45 66  0]]",0.015842,0.013861
1800,"[[ 0  3 93 ... 22 24  7]
 [54  0 28 ... 15 57 18]
 [73 88  0 ... 73 71 49]
 ...
 [29 75 61 ...  0 97 46]
 [31 37 47 ... 22  0 72]
 [70 97 69 ...  6 90  0]]",0.015935,0.013774
1810,"[[ 0 59 70 ...  8 19  4]
 [42  0 69 ... 71 61  4]
 [45 74  0 ... 26 39 76]
 ...
 [69 41 94 ...  0 50  6]
 [41 70 23 ... 46  0 97]
 [89 53 28 ... 41 60  0]]",0.015723,0.013841
1820,"[[ 0 40 17 ... 24  1 59]
 [ 5  0 25 ... 51 67 91]
 [83 16  0 ... 66 18 24]
 ...
 [31 67 34 ...  0 35 71]
 [77 96 59 ...  7  0 52]
 [60 99 29 ... 99 22  0]]",0.019056,0.015819
1830,"[[ 0 20  4 ... 98  3 65]
 [23  0 55 ... 35 87 24]
 [74 19  0 ... 90 13 77]
 ...
 [74 87  8 ...  0 30 63]
 [ 0 71 19 ... 53  0 59]
 [55 67 63 ... 56 38  0]]",0.017459,0.014336
1840,"[[ 0  7 14 ... 91 68 23]
 [10  0 27 ... 78 78  4]
 [50  6  0 ... 31 84 63]
 ...
 [42 69 98 ...  0 37 68]
 [36 70 74 ... 72  0  5]
 [31 89 80 ... 64 65  0]]",0.016913,0.013936
1850,"[[ 0 28 82 ... 91 85 48]
 [ 6  0 37 ... 71 96 73]
 [15 13  0 ... 65 28 74]
 ...
 [30 97 74 ...  0 59 89]
 [80 31 64 ... 62  0 27]
 [21 91  3 ... 21 13  0]]",0.01733,0.014281
1860,"[[ 0 12 48 ... 34 84 48]
 [97  0 89 ... 75 43 68]
 [44 43  0 ... 85 76 85]
 ...
 [81 68 54 ...  0 46 32]
 [24 22 57 ... 58  0 86]
 [98 22 69 ... 61 17  0]]",0.017925,0.01548
1870,"[[ 0 33 74 ... 19 94 11]
 [ 5  0 34 ...  6 29 25]
 [ 4 86  0 ... 83 14 87]
 ...
 [79 88 62 ...  0 59 47]
 [98 67  9 ... 79  0 21]
 [40 61 86 ... 72 92  0]]",0.018174,0.016035
1880,"[[ 0 35 84 ... 20 81 18]
 [36  0 56 ... 75  6 96]
 [93 38  0 ... 17  2 25]
 ...
 [79 39 83 ...  0 75 66]
 [22 32 22 ... 51  0 45]
 [84 37 64 ... 29 90  0]]",0.019009,0.014664
1890,"[[ 0 56  8 ... 88 55 17]
 [28  0 65 ... 17 18 28]
 [ 7 77  0 ... 40 49  3]
 ...
 [25 92 74 ...  0 37  4]
 [73 11 37 ... 81  0 16]
 [78 90 94 ... 60 44  0]]",0.018082,0.015505
1900,"[[ 0 98  8 ... 39 92 38]
 [26  0 30 ... 45 53 86]
 [89 60  0 ...  0 43 32]
 ...
 [12  4 96 ...  0 20 15]
 [29 69 58 ... 97  0 95]
 [ 2 87 97 ... 52  6  0]]",0.01861,0.015175
1910,"[[ 0 33 84 ... 67 36 19]
 [47  0 77 ... 26 92 74]
 [97  7  0 ... 43 52 37]
 ...
 [56 15 68 ...  0 38 74]
 [31 24 28 ... 72  0 10]
 [77 26 11 ...  6 19  0]]",0.018647,0.015535
1920,"[[ 0 28 28 ... 94 10 19]
 [64  0  4 ... 52 59 35]
 [95 55  0 ... 78 65 49]
 ...
 [93 38 17 ...  0  3 63]
 [ 8 31 49 ... 18  0 24]
 [32 18 58 ... 45 93  0]]",0.018542,0.015621
1930,"[[ 0 50 71 ... 74 85 67]
 [91  0 25 ... 17 85 90]
 [79 49  0 ... 33 95 73]
 ...
 [54 96 11 ...  0 18 53]
 [96 62 59 ... 44  0 41]
 [18 22 82 ... 97 73  0]]",0.019763,0.01558
1940,"[[ 0 53 51 ... 67  9 30]
 [90  0 31 ... 26 73 19]
 [77 75  0 ... 64  9 58]
 ...
 [48 72 45 ...  0 14 82]
 [61 17  7 ... 43  0 93]
 [91 97 32 ... 21 54  0]]",0.019273,0.015981
